file	rule	baseline_errors	baseline_warnings	current_errors	current_warnings	delta_errors	delta_warnings	delta_total
.agents/skills/beautiful-mermaid/scripts/create-html.ts	parsing-error	1	0	1	0	0	0	0
.agents/skills/beautiful-mermaid/scripts/render.ts	parsing-error	1	0	1	0	0	0	0
.agents/skills/e2e-validate/scripts/web-validator.mjs	parsing-error	1	0	1	0	0	0	0
.agents/skills/playwright-skill/lib/helpers.js	parsing-error	1	0	1	0	0	0	0
.agents/skills/playwright-skill/run.js	parsing-error	1	0	1	0	0	0	0
.agents/skills/sequential-thinking/scripts/format-thought.js	parsing-error	1	0	1	0	0	0	0
.agents/skills/sequential-thinking/scripts/process-thought.js	parsing-error	1	0	1	0	0	0	0
.agents/skills/sequential-thinking/tests/format-thought.test.js	parsing-error	1	0	1	0	0	0	0
.agents/skills/sequential-thinking/tests/process-thought.test.js	parsing-error	1	0	1	0	0	0	0
.agents/skills/tailwind-v4-shadcn/templates/theme-provider.tsx	parsing-error	1	0	1	0	0	0	0
.agents/skills/tailwind-v4-shadcn/templates/utils.ts	parsing-error	1	0	1	0	0	0	0
.agents/skills/tailwind-v4-shadcn/templates/vite.config.ts	parsing-error	1	0	1	0	0	0	0
.agents/skills/working-with-cc/scripts/update_docs.js	parsing-error	1	0	1	0	0	0	0
.cache/ms-playwright/chromium-1223/chrome-linux64/resources/accessibility/reading_mode_gdocs_helper/content.js	parsing-error	0	0	1	0	1	0	1
.cache/ms-playwright/chromium-1223/chrome-linux64/resources/accessibility/reading_mode_gdocs_helper/gdocs_script.js	parsing-error	0	0	1	0	1	0	1
.cache/ms-playwright/chromium-1223/chrome-linux64/resources/inspector_overlay/main.js	parsing-error	0	0	1	0	1	0	1
.cache/parity-task/lint-diff.mjs	parsing-error	0	0	1	0	1	0	1
.cache/parity-task/mutation-guards.mjs	parsing-error	0	0	1	0	1	0	1
.cache/parity-task/parity-eslint.config.mjs	parsing-error	0	0	1	0	1	0	1
.cache/parity-task/verify-run.cjs	parsing-error	0	0	1	0	1	0	1
.local/custom_skills/ak-docs-seeker/scripts/analyze-llms-txt.js	parsing-error	0	0	1	0	1	0	1
.local/custom_skills/ak-docs-seeker/scripts/detect-topic.js	parsing-error	0	0	1	0	1	0	1
.local/custom_skills/ak-docs-seeker/scripts/fetch-docs.js	parsing-error	0	0	1	0	1	0	1
.local/custom_skills/ak-docs-seeker/scripts/tests/run-tests.js	parsing-error	0	0	1	0	1	0	1
.local/custom_skills/ak-docs-seeker/scripts/tests/test-analyze-llms.js	parsing-error	0	0	1	0	1	0	1
.local/custom_skills/ak-docs-seeker/scripts/tests/test-detect-topic.js	parsing-error	0	0	1	0	1	0	1
.local/custom_skills/ak-docs-seeker/scripts/tests/test-fetch-docs.js	parsing-error	0	0	1	0	1	0	1
.local/custom_skills/ak-docs-seeker/scripts/utils/env-loader.js	parsing-error	0	0	1	0	1	0	1
.local/custom_skills/ak-show-off/scripts/capture-sections.js	parsing-error	0	0	1	0	1	0	1
.local/custom_skills/ak-show-off/scripts/preferences.js	parsing-error	0	0	1	0	1	0	1
.local/custom_skills/ak-show-off/scripts/preferences.test.js	parsing-error	0	0	1	0	1	0	1
.local/custom_skills/ak-web-testing/scripts/analyze-test-results.js	parsing-error	0	0	1	0	1	0	1
.local/custom_skills/ak-web-testing/scripts/init-playwright.js	parsing-error	0	0	1	0	1	0	1
.local/custom_skills/e2e-validate/scripts/web-validator.mjs	parsing-error	0	0	1	0	1	0	1
.local/custom_skills/playwright-skill/lib/helpers.js	parsing-error	0	0	1	0	1	0	1
.local/custom_skills/playwright-skill/run.js	parsing-error	0	0	1	0	1	0	1
.local/custom_skills/website-bug-hunt/scripts/helpers.js	parsing-error	0	0	1	0	1	0	1
.local/custom_skills/website-bug-hunt/scripts/run.js	parsing-error	0	0	1	0	1	0	1
.local/prod-cleanup/execute-cleanup.mjs	parsing-error	0	0	1	0	1	0	1
.local/qa_wp6_promote.mts	parsing-error	0	0	1	0	1	0	1
.local/qa-dv/_probe.ts	parsing-error	0	0	1	0	1	0	1
.local/qa-dv/b_authdetail.ts	parsing-error	0	0	1	0	1	0	1
.local/qa-dv/b_category.ts	parsing-error	0	0	1	0	1	0	1
.local/qa-dv/b_home.ts	parsing-error	0	0	1	0	1	0	1
.local/qa-dv/b_journey.ts	parsing-error	0	0	1	0	1	0	1
.local/qa-dv/b_related_066.ts	parsing-error	0	0	1	0	1	0	1
.local/qa-dv/b_responsive.ts	parsing-error	0	0	1	0	1	0	1
.local/qa-dv/b_search_040.ts	parsing-error	0	0	1	0	1	0	1
.local/qa-dv/b_search.ts	parsing-error	0	0	1	0	1	0	1
.local/qa-dv/b_smoke.ts	parsing-error	0	0	1	0	1	0	1
.local/qa-dv/b_submit_098.ts	parsing-error	0	0	1	0	1	0	1
.local/qa-dv/b_submit.ts	parsing-error	0	0	1	0	1	0	1
.local/qa-dv/baseline.ts	parsing-error	0	0	1	0	1	0	1
.local/qa-dv/browser.ts	parsing-error	0	0	1	0	1	0	1
.local/qa-dv/cleanup.ts	parsing-error	0	0	1	0	1	0	1
.local/qa-dv/dv_browser.ts	parsing-error	0	0	1	0	1	0	1
.local/qa-dv/dv064.ts	parsing-error	0	0	1	0	1	0	1
.local/qa-dv/dv150.ts	parsing-error	0	0	1	0	1	0	1
.local/qa-dv/dv165_final.ts	parsing-error	0	0	1	0	1	0	1
.local/qa-dv/finalize.ts	parsing-error	0	0	1	0	1	0	1
.local/qa-dv/getslugs.ts	parsing-error	0	0	1	0	1	0	1
.local/qa-dv/lib.ts	parsing-error	0	0	1	0	1	0	1
.local/qa-dv/probe_pending.ts	parsing-error	0	0	1	0	1	0	1
.local/qa-dv/q.ts	parsing-error	0	0	1	0	1	0	1
.local/qa-dv/q2.ts	parsing-error	0	0	1	0	1	0	1
.local/qa-dv/rec_palette.ts	parsing-error	0	0	1	0	1	0	1
.local/qa-dv/rec_submitform.ts	parsing-error	0	0	1	0	1	0	1
.local/qa-dv/rec_vm.ts	parsing-error	0	0	1	0	1	0	1
.local/qa-dv/rec_wave1ui_a.ts	parsing-error	0	0	1	0	1	0	1
.local/qa-dv/rec022.ts	parsing-error	0	0	1	0	1	0	1
.local/qa-dv/smoke.ts	parsing-error	0	0	1	0	1	0	1
.local/qa-dv/teardown_journey.ts	parsing-error	0	0	1	0	1	0	1
.local/qa-dv/verify_journey.ts	parsing-error	0	0	1	0	1	0	1
.local/qa-dv/wave1.ts	parsing-error	0	0	1	0	1	0	1
.local/qa-dv/wave2.ts	parsing-error	0	0	1	0	1	0	1
.local/qa-dv/wave3.ts	parsing-error	0	0	1	0	1	0	1
.local/qa-dv/wave4.ts	parsing-error	0	0	1	0	1	0	1
.local/qa-dv/wave4b.ts	parsing-error	0	0	1	0	1	0	1
.local/qa-dv/wave5.ts	parsing-error	0	0	1	0	1	0	1
.local/qa-dv/wave5b.ts	parsing-error	0	0	1	0	1	0	1
.local/qa-followups/validate.ts	parsing-error	0	0	1	0	1	0	1
.local/qa/_recshape.mjs	parsing-error	0	0	1	0	1	0	1
.local/qa/_recvals.mjs	parsing-error	0	0	1	0	1	0	1
.local/qa/_slugs.mjs	parsing-error	0	0	1	0	1	0	1
.local/qa/dv158.mjs	parsing-error	0	0	1	0	1	0	1
.local/qa/dv163_linkcheck.ts	parsing-error	0	0	1	0	1	0	1
.local/qa/lib.mjs	parsing-error	0	0	1	0	1	0	1
.local/qa/probe.mjs	parsing-error	0	0	1	0	1	0	1
.local/qa/pw-lib.mjs	parsing-error	0	0	1	0	1	0	1
.local/qa/pw-login.mjs	parsing-error	0	0	1	0	1	0	1
.local/qa/pw-profile-verify.mjs	parsing-error	0	0	1	0	1	0	1
.local/qa/pw-responsive.mjs	parsing-error	0	0	1	0	1	0	1
.local/qa/pw-ui-a.mjs	parsing-error	0	0	1	0	1	0	1
.local/qa/pw-ui-b.mjs	parsing-error	0	0	1	0	1	0	1
.local/qa/pw-ui-multirow.mjs	parsing-error	0	0	1	0	1	0	1
.local/qa/qa_admin_list.mjs	parsing-error	0	0	1	0	1	0	1
.local/qa/qa_enrichment.mjs	parsing-error	0	0	1	0	1	0	1
.local/qa/qa_search_confirm.mjs	parsing-error	0	0	1	0	1	0	1
.local/qa/w1_breadcrumb_sidebar.mjs	parsing-error	0	0	1	0	1	0	1
.local/qa/w1_cat.mjs	parsing-error	0	0	1	0	1	0	1
.local/qa/w1_dv014.mjs	parsing-error	0	0	1	0	1	0	1
.local/qa/w1_dv040.mjs	parsing-error	0	0	1	0	1	0	1
.local/qa/w1_hier.mjs	parsing-error	0	0	1	0	1	0	1
.local/qa/w1_home.mjs	parsing-error	0	0	1	0	1	0	1
.local/qa/w1_search_dialog.mjs	parsing-error	0	0	1	0	1	0	1
.local/qa/w1_search_view.mjs	parsing-error	0	0	1	0	1	0	1
.local/qa/wave1.mjs	parsing-error	0	0	1	0	1	0	1
.local/qa/wave2.mjs	parsing-error	0	0	1	0	1	0	1
.local/qa/wave3.mjs	parsing-error	0	0	1	0	1	0	1
.local/qa/wave4.mjs	parsing-error	0	0	1	0	1	0	1
.local/qa/wave5.mjs	parsing-error	0	0	1	0	1	0	1
.local/qa73/blurtest.ts	parsing-error	0	0	1	0	1	0	1
.local/skills/artifacts/bootstrap-legacy.js	parsing-error	0	0	1	0	1	0	1
.local/skills/artifacts/bootstrap.js	parsing-error	0	0	1	0	1	0	1
.local/skills/clerk-auth/templates/api-server/src/middlewares/clerkProxyMiddleware.ts	parsing-error	0	0	1	0	1	0	1
.local/skills/mockup-sandbox/templates/ds-entry/App.tsx	parsing-error	0	0	1	0	1	0	1
.local/skills/mockup-sandbox/templates/ds-entry/main.tsx	parsing-error	0	0	1	0	1	0	1
.local/skills/shopify/files/shopify-admin-api.mjs	parsing-error	0	0	1	0	1	0	1
.local/skills/shopify/files/shopifyStorefrontClient.ts	parsing-error	0	0	1	0	1	0	1
.local/skills/whop/references/whop-api.mjs	parsing-error	0	0	1	0	1	0	1
.local/skills/whop/references/whop-client.ts	parsing-error	0	0	1	0	1	0	1
.local/skills/whop/references/whop-mcp.mjs	parsing-error	0	0	1	0	1	0	1
.local/tmp/smoke-p0.mjs	parsing-error	0	0	1	0	1	0	1
.local/tmp/validate-bug001.mjs	parsing-error	0	0	1	0	1	0	1
.local/tmp/validate-bug002-005.mjs	parsing-error	0	0	1	0	1	0	1
.local/tmp/validate-dev.mjs	parsing-error	0	0	1	0	1	0	1
.local/tmp/validate-prod-csp.mjs	parsing-error	0	0	1	0	1	0	1
.local/vg-validate.mjs	parsing-error	0	0	1	0	1	0	1
artifacts/awesome-video-design-system/dist/assets/index-BcKuqnPM.js	parsing-error	0	0	1	0	1	0	1
artifacts/awesome-video-design-system/src/canonical/CanonicalDocs.tsx	@typescript-eslint/ban-ts-comment	1	0	1	0	0	0	0
artifacts/awesome-video-design-system/src/canonical/CanonicalDocs.tsx	@typescript-eslint/no-unsafe-argument	1	0	1	0	0	0	0
artifacts/awesome-video-design-system/src/canonical/CanonicalDocs.tsx	@typescript-eslint/no-unsafe-assignment	1	0	1	0	0	0	0
artifacts/awesome-video-design-system/src/canonical/CanonicalDocs.tsx	@typescript-eslint/no-unsafe-call	1	0	1	0	0	0	0
artifacts/awesome-video-design-system/src/canonical/CanonicalDocs.tsx	@typescript-eslint/no-unsafe-return	1	0	1	0	0	0	0
artifacts/awesome-video-design-system/src/canonical/CanonicalDocs.tsx	@typescript-eslint/prefer-nullish-coalescing	3	0	3	0	0	0	0
artifacts/awesome-video-design-system/src/canonical/CanonicalShowcase.tsx	@typescript-eslint/ban-ts-comment	1	0	1	0	0	0	0
artifacts/awesome-video-design-system/src/canonical/CanonicalShowcase.tsx	@typescript-eslint/no-unsafe-argument	1	0	1	0	0	0	0
artifacts/awesome-video-design-system/src/canonical/CanonicalShowcase.tsx	@typescript-eslint/no-unsafe-assignment	142	0	142	0	0	0	0
artifacts/awesome-video-design-system/src/canonical/CanonicalShowcase.tsx	@typescript-eslint/no-unsafe-call	11	0	11	0	0	0	0
artifacts/awesome-video-design-system/src/canonical/CanonicalShowcase.tsx	@typescript-eslint/no-unsafe-member-access	117	0	117	0	0	0	0
artifacts/awesome-video-design-system/src/canonical/CanonicalShowcase.tsx	@typescript-eslint/no-unsafe-return	3	0	3	0	0	0	0
artifacts/awesome-video-design-system/src/canonical/CanonicalShowcase.tsx	@typescript-eslint/no-unused-vars	6	0	6	0	0	0	0
artifacts/awesome-video-design-system/src/canonical/CanonicalShowcase.tsx	@typescript-eslint/prefer-nullish-coalescing	6	0	6	0	0	0	0
artifacts/awesome-video-design-system/src/canonical/DocsContent.tsx	@typescript-eslint/ban-ts-comment	1	0	1	0	0	0	0
artifacts/awesome-video-design-system/src/canonical/DocsContent.tsx	@typescript-eslint/no-unsafe-assignment	9	0	9	0	0	0	0
artifacts/awesome-video-design-system/src/canonical/DocsContent.tsx	@typescript-eslint/no-unsafe-call	4	0	4	0	0	0	0
artifacts/awesome-video-design-system/src/canonical/DocsContent.tsx	@typescript-eslint/no-unsafe-member-access	8	0	8	0	0	0	0
artifacts/awesome-video-design-system/src/canonical/DocsContent.tsx	@typescript-eslint/no-unused-vars	1	0	1	0	0	0	0
artifacts/awesome-video-design-system/src/canonical/DocsContent.tsx	@typescript-eslint/prefer-nullish-coalescing	2	0	2	0	0	0	0
artifacts/awesome-video-design-system/src/canonical/useShowcaseTheme.ts	@typescript-eslint/consistent-type-definitions	1	0	1	0	0	0	0
artifacts/awesome-video-design-system/src/canonical/useShowcaseTheme.ts	@typescript-eslint/prefer-nullish-coalescing	1	0	1	0	0	0	0
artifacts/awesome-video-design-system/vite.config.ts	@typescript-eslint/prefer-nullish-coalescing	2	0	2	0	0	0	0
artifacts/mockup-sandbox/mockupPreviewPlugin.ts	@typescript-eslint/array-type	2	0	0	0	-2	0	-2
artifacts/mockup-sandbox/mockupPreviewPlugin.ts	@typescript-eslint/no-redundant-type-constituents	1	0	0	0	-1	0	-1
artifacts/mockup-sandbox/mockupPreviewPlugin.ts	@typescript-eslint/no-unsafe-argument	3	0	0	0	-3	0	-3
artifacts/mockup-sandbox/mockupPreviewPlugin.ts	@typescript-eslint/no-unsafe-assignment	1	0	0	0	-1	0	-1
artifacts/mockup-sandbox/mockupPreviewPlugin.ts	@typescript-eslint/no-unsafe-call	4	0	0	0	-4	0	-4
artifacts/mockup-sandbox/mockupPreviewPlugin.ts	@typescript-eslint/no-unsafe-member-access	4	0	0	0	-4	0	-4
artifacts/mockup-sandbox/src/App.tsx	@typescript-eslint/prefer-regexp-exec	1	0	0	0	-1	0	-1
artifacts/mockup-sandbox/src/components/mockups/brand-kit/ColorType.tsx	@typescript-eslint/no-explicit-any	2	0	0	0	-2	0	-2
artifacts/mockup-sandbox/src/components/mockups/brand-kit/ColorType.tsx	@typescript-eslint/no-unsafe-assignment	3	0	0	0	-3	0	-3
